Graph,Dc#Collection,C#Nodes,C#Edges,C#Density,C#Maximum degree,C#Minimum degree,C#Average degree,C#Assortativity,C#Total triangles,C#Average triangles,C#Maximum triangles,C#Avg. clustering coef.,C#Frac. closed triangles,C#Maximum k-core,C#Max. clique (lb),C#Upper bound of Chromatic number
ENZYMES-g94,Cheminformatics,34,134,0.2389,5,0,3.94,-0.02,93,2.74,5,0.487,0.463,3,2,5
ENZYMES-g95,Cheminformatics,32,128,0.2581,5,0,4,-0.03,87,2.72,5,0.481,0.46,3,2,4
ENZYMES-g96,Cheminformatics,18,64,0.4183,5,0,3.56,-0.06,48,2.67,5,0.609,0.571,3,2,4
ENZYMES-g97,Cheminformatics,32,130,0.2621,7,0,4.06,-0.02,115,3.59,8,0.611,0.548,3,2,5
ENZYMES-g98,Cheminformatics,34,134,0.2389,6,0,3.94,-0.04,50,1.47,3,0.265,0.238,3,1,4
ENZYMES-g99,Cheminformatics,30,116,0.2667,6,0,3.87,-0.06,34,1.13,3,0.196,0.198,3,1,4
C1000-9,DIMACS,1000,450079,0.901059,925,868,900,-0.00189322,364690125,364690,385020,0.901055,0.901055,875,53,
C125-9,DIMACS,125,6963,0.898452,119,102,111,-0.0221299,691857,5534,6304,0.898969,0.89891,103,32,
C2000-5,DIMACS,2000,999836,0.500168,1074,919,999,-0.00167095,499720680,249860,287843,0.500145,0.500144,941,14,
C2000-9,DIMACS,2000,1799532,0.900216,1848,1751,1799,-0.000695888,2913717543,1.46E+06,1536368,0.900214,0.900214,1759,56,
C250-9,DIMACS,250,27984,0.899084,236,203,223,-0.00713806,5609913,22439,24899,0.899072,0.899069,211,40,
C4000-5,DIMACS,4000,4000268,0.500159,2123,1895,2000,-0.000658424,4000751394,1.00E+06,1125666,0.500155,0.500155,1910,15,
C500-9,DIMACS,500,112332,0.900457,468,431,449,-0.00326335,45359556,90719,98438,0.900477,0.900476,433,49,
DSJC1000-5,DIMACS,1000,249826,0.500152,551,447,499,-0.0027059,62378964,62378,75982,0.50023,0.500228,460,14,
DSJC500-5,DIMACS,500,62624,0.501996,286,220,250,-0.00624228,7856550,15713,20527,0.501864,0.501859,226,12,
MANN-a27,DIMACS,378,70551,0.990148,374,364,373,0.00190985,26008398,68805,69067,0.990177,0.990178,365,120,
MANN-a45,DIMACS,1035,533115,0.9963,1031,1012,1030,0.000801248,546656220,528170,529012,0.996319,0.996319,1013,334,
MANN-a81,DIMACS,3321,5506380,0.998825,3317,3280,3316,0.000272065,18232876440,5.49E+06,5493151,0.99883,0.99883,3281,1082,
MANN-a9,DIMACS,45,918,0.927273,41,40,40,0.00487805,33732,749,757,0.923152,0.923153,41,16,
brock200-1,DIMACS,200,14834,0.745427,165,130,148,-0.00386832,1631100,8155,10123,0.745099,0.745111,135,18,
brock200-2,DIMACS,200,9876,0.496281,114,78,98,-0.011974,479688,2398,3163,0.494667,0.49462,85,10,
brock200-3,DIMACS,200,12048,0.605427,134,99,120,-0.0086259,873387,4366,5404,0.604975,0.605011,106,13,
brock200-4,DIMACS,200,13089,0.657739,147,112,130,-0.0171309,1120308,5601,7031,0.657421,0.657343,118,14,
brock400-1,DIMACS,400,59723,0.748409,320,272,298,-0.00281946,13311033,33277,38113,0.748295,0.748294,278,22,
brock400-2,DIMACS,400,59786,0.749198,328,274,298,-0.00471088,13350273,33375,40148,0.748964,0.748958,279,22,
brock400-3,DIMACS,400,59681,0.747882,322,275,298,-0.00542182,13281468,33203,38587,0.747709,0.747703,279,21,
brock400-4,DIMACS,400,59765,0.748935,326,275,298,-0.00656624,13337715,33344,39654,0.74876,0.748751,278,22,
brock800-1,DIMACS,800,207505,0.649265,560,477,518,-0.000418117,69786183,87232,101485,0.649145,0.649147,488,19,
brock800-2,DIMACS,800,208166,0.651333,566,472,520,-0.00183833,70468920,88086,104016,0.651294,0.651292,487,19,
brock800-3,DIMACS,800,207333,0.648727,558,474,518,-0.00256087,69627666,87034,100803,0.648701,0.648701,484,20,
brock800-4,DIMACS,800,207643,0.649696,565,481,519,-0.00383331,69940425,87425,103277,0.649685,0.649681,486,19,
c-fat200-1,DIMACS,200,1534,0.0770854,17,14,15,0.970722,16230,81,100,0.730116,0.731147,15,12,
c-fat200-2,DIMACS,200,3235,0.162563,34,32,32,0.838371,76758,383,429,0.756422,0.756505,33,24,
c-fat200-5,DIMACS,200,8473,0.425779,86,83,84,0.727163,546252,2731,2814,0.769837,0.769857,84,58,
c-fat500-1,DIMACS,500,4459,0.0357435,20,17,17,0.984341,55704,111,141,0.73731,0.737821,18,14,
c-fat500-10,DIMACS,500,46627,0.373764,188,185,186,0.798901,6696744,13393,13609,0.774187,0.774191,186,126,
c-fat500-2,DIMACS,500,9139,0.0732585,38,35,36,0.974815,247008,494,534,0.758876,0.758955,36,26,
c-fat500-5,DIMACS,500,23191,0.1859,95,92,92,0.894711,1639962,3279,3441,0.770505,0.770514,93,64,
gen200-p0-9-44,DIMACS,200,17910,0.9,190,165,179,-0.0145561,2874090,14370,16160,0.900302,0.900272,168,36,
gen200-p0-9-55,DIMACS,200,17910,0.9,190,164,179,-0.0106211,2874231,14371,16144,0.900391,0.900371,167,40,
gen400-p0-9-55,DIMACS,400,71820,0.9,375,334,359,-0.0125826,23172633,57931,63157,0.900456,0.900434,337,45,
gen400-p0-9-65,DIMACS,400,71820,0.9,378,333,359,-0.0158223,23173404,57933,64133,0.90054,0.900512,337,45,
gen400-p0-9-75,DIMACS,400,71820,0.9,380,335,359,-0.0118692,23175867,57939,64832,0.900604,0.900584,337,47,
hamming10-2,DIMACS,1024,518656,0.990225,1013,1013,1013,1,519739392,507558,507558,0.990206,0.990206,1014,352,
hamming10-4,DIMACS,1024,434176,0.828935,848,848,848,nan,301873152,294798,294798,0.820872,0.820872,849,35,
hamming6-2,DIMACS,64,1824,0.904762,57,57,57,nan,92160,1440,1440,0.902256,0.902256,58,32,
hamming6-4,DIMACS,64,704,0.349206,22,22,22,nan,2880,45,45,0.194805,0.194805,23,4,
hamming8-2,DIMACS,256,31616,0.968627,247,247,247,nan,7531776,29421,29421,0.968401,0.968401,248,113,
hamming8-4,DIMACS,256,20864,0.639216,163,163,163,nan,2016000,7875,7875,0.596455,0.596455,164,17,
johnson16-2-4,DIMACS,120,5460,0.764706,91,91,91,nan,360360,3003,3003,0.733333,0.733333,92,8,
johnson32-2-4,DIMACS,496,107880,0.878788,435,435,435,nan,40778640,82215,82215,0.870968,0.870968,436,16,
johnson8-2-4,DIMACS,28,420,1.1111,15,0,15,-0.04,1170,41.79,45,0.398,0.413,15,6,6
johnson8-4-4,DIMACS,70,1855,0.768116,53,53,53,1,71820,1026,1026,0.744557,0.744557,54,14,
keller4,DIMACS,171,9435,0.649123,124,102,110,-0.0709832,649791,3799,4770,0.627437,0.62698,103,9,
keller5,DIMACS,776,225990,0.751546,638,560,582,-0.0317441,98043630,126344,151289,0.745269,0.745198,561,19,
keller6,DIMACS,3361,4619898,0.818191,2952,2690,2749,-0.0168068,10364090178,3.08E+06,3552972,0.816014,0.816001,2691,37,
p-hat1000-1,DIMACS,1000,122253,0.244751,408,105,244,-0.0934738,9216417,9216,22689,0.291839,0.283975,164,10,
p-hat1000-2,DIMACS,1000,244799,0.490088,766,232,489,-0.0985585,73970454,73970,157604,0.58458,0.568367,328,42,
p-hat1000-3,DIMACS,1000,371746,0.744236,895,582,743,-0.0129699,211389723,211389,301774,0.758679,0.75833,610,57,
p-hat1500-1,DIMACS,1500,284923,0.253434,614,157,379,-0.0913078,34315488,22876,53239,0.300315,0.292669,253,11,
p-hat1500-2,DIMACS,1500,568960,0.50608,1153,335,758,-0.0931446,273516924,182344,372336,0.600106,0.58484,505,55,
p-hat1500-3,DIMACS,1500,847244,0.753608,1330,912,1129,-0.0108833,741196644,494131,675776,0.767997,0.767701,930,77,
p-hat300-3,DIMACS,300,33390,0.744482,267,168,222,-0.0204908,5664621,18882,26733,0.758296,0.757799,181,33,
p-hat500-1,DIMACS,500,31569,0.253058,204,52,126,-0.0893164,1257282,2514,5737,0.29953,0.291912,87,9,
p-hat500-2,DIMACS,500,62946,0.504577,389,117,251,-0.0987148,9957924,19915,40865,0.597255,0.581438,171,33,
p-hat500-3,DIMACS,500,93800,0.751904,452,293,375,-0.0149695,27160053,54320,77235,0.766414,0.766019,304,45,
p-hat700-1,DIMACS,700,60999,0.249332,286,75,174,-0.0985095,3344832,4778,11551,0.29819,0.289517,118,9,
p-hat700-2,DIMACS,700,121728,0.49756,539,157,347,-0.101368,26656629,38080,79243,0.596311,0.578988,236,41,
p-hat700-3,DIMACS,700,183010,0.748048,627,408,522,-0.014674,73610049,105157,147952,0.763166,0.762753,427,55,
san1000,DIMACS,1000,250500,0.501502,550,445,501,0.674301,86356584,86356,100736,0.685062,0.687277,465,9,
san200-0-7-1,DIMACS,200,13930,0.7,155,125,139,0.0677214,1400736,7003,8577,0.726296,0.726081,126,17,
san200-0-7-2,DIMACS,200,13930,0.7,164,103,139,0.263062,1454424,7272,9785,0.729743,0.741806,123,13,
san200-0-9-1,DIMACS,200,17910,0.9,191,159,179,0.0406465,2880723,14403,16354,0.901836,0.902019,163,48,
san200-0-9-2,DIMACS,200,17910,0.9,188,169,179,-0.00299399,2873712,14368,15819,0.900435,0.900427,170,40,
san200-0-9-3,DIMACS,200,17910,0.9,187,166,179,-0.0107095,2871009,14355,15645,0.899727,0.899712,170,33,
san400-0-5-1,DIMACS,400,39900,0.5,225,174,199,0.602703,5225496,13063,15898,0.654299,0.656928,184,8,
san400-0-7-1,DIMACS,400,55860,0.7,301,257,279,-0.00454926,11388942,28472,32312,0.732441,0.732084,262,22,
san400-0-7-2,DIMACS,400,55860,0.7,304,257,279,0.0301442,11280099,28200,32886,0.7253,0.725079,260,18,
san400-0-7-3,DIMACS,400,55860,0.7,307,250,279,0.17637,11171766,27929,33668,0.716974,0.717533,254,15,
san400-0-9-1,DIMACS,400,71820,0.9,374,341,359,-0.00497182,23169036,57922,62776,0.900655,0.900644,345,54,
sanr200-0-7,DIMACS,200,13868,0.696884,161,120,138,-0.0166367,1332702,6663,8899,0.696634,0.696584,125,16,
sanr200-0-9,DIMACS,200,17863,0.897638,189,166,178,-0.0101712,2850288,14251,15942,0.897741,0.89773,167,37,
sanr400-0-5,DIMACS,400,39984,0.501053,233,161,199,-0.00815075,3996342,9990,13587,0.501093,0.501063,178,12,
sanr400-0-7,DIMACS,400,55869,0.700113,310,252,279,-0.00169434,10901049,27252,33547,0.700189,0.700193,259,19,
144,DIMACS10,144649,1074393,0.000102699,26,4,14,0.0506136,6223515,43,104,0.422955,0.403592,10,7,
598a,DIMACS10,110971,741934,0.000120498,26,5,13,0.335207,3864786,34,79,0.425972,0.400477,9,7,
adaptive,DIMACS10,6815744,13624320,5.87E-07,4,2,3,0.666016,0,0,0,0,0,3,2,
auto,DIMACS10,448695,3314611,3.29E-05,37,4,14,0.155883,18735552,41,122,0.414662,0.396025,10,7,
bio-celegansneural,DIMACS10,297,2345,0.0533488,134,1,15,-0.15201,12633,42,427,0.311483,0.198895,12,8,
bio-pdb1HYS,DIMACS10,36417,2154174,0.00324874,203,17,118,0.45589,144957945,3980,9086,0.57218,0.534544,75,57,
c-62ghs,DIMACS10,41731,258806,0.000297233,5059,1,12,-0.0152998,0,0,0,0,0,61,2,
c-66b,DIMACS10,49989,224509,0.00017969,5236,1,8,-0.0485612,0,0,0,0,0,43,2,
channel-500x100x100-b050,DIMACS10,4802000,42681372,3.70E-06,18,6,17,0.608917,282980040,58,60,0.395297,0.393762,10,4,
chesapeake,DIMACS10,39,170,0.22942,33,3,8,-0.375783,582,14,71,0.450237,0.28418,7,5,
citationCiteseer,DIMACS10,268495,1156647,3.21E-05,1318,1,8,-0.0577817,2542260,9,3754,0.186212,0.0572577,16,13,
cnr-2000,DIMACS10,325557,3128710,5.90E-05,18278,1,19,-0.186978,96049976,295,720065,0.492983,0.0120702,162,66,
co-papers-citeseer,DIMACS10,434102,16036720,0.000170201,1188,1,73,0.81929,2616121701,6026,382493,0.827583,0.770538,845,845,
co-papers-dblp,DIMACS10,540486,15245729,0.000104378,3299,1,56,0.509785,1332285174,2464,284067,0.801877,0.65615,337,218,
coAuthorsCiteseer,DIMACS10,227320,814134,3.15E-05,1372,1,7,0.0696073,8139894,35,5398,0.675803,0.455516,87,69,
connectus,DIMACS10,394792,1127518,1.45E-05,120075,0,5,-33.5027,4053206,10,494045,0.154924,0.000253655,38,9,
consph,DIMACS10,83334,2963573,0.000853506,80,0,71,0.587616,102377445,1228,1486,0.450503,0.459112,42,24,
cop20k-A,DIMACS10,121192,1262244,0.000171881,80,0,20,-0.0107062,17467164,144,652,0.492709,0.483787,19,14,
cs4,DIMACS10,22499,43858,0.000173289,4,2,3,0.316525,7371,0,2,0.0565358,0.0575163,4,3,
cti,DIMACS10,16840,48232,0.000340179,6,3,5,0.752082,1086,0,1,0.00489509,0.00471823,5,3,
delaunay-n10,DIMACS10,1024,3056,0.00583456,12,3,5,-0.115349,6141,5,12,0.435625,0.381761,5,4,
delaunay-n11,DIMACS10,2048,6127,0.00292301,13,3,5,-0.101418,12312,6,12,0.436544,0.378586,5,4,
delaunay-n12,DIMACS10,4096,12264,0.00146234,14,3,5,-0.107217,24645,6,13,0.434865,0.379113,5,4,
delaunay-n13,DIMACS10,8192,24547,0.000731647,12,3,5,-0.12776,49326,6,12,0.4335,0.379588,5,4,
delaunay-n14,DIMACS10,16384,49122,0.00036601,16,3,5,-0.124571,98763,6,15,0.433811,0.379391,5,4,
delaunay-n15,DIMACS10,32768,98274,0.000183055,18,3,5,-0.131056,197616,6,18,0.433919,0.37909,5,4,
delaunay-n16,DIMACS10,65536,196575,9.15E-05,17,3,5,-0.1335,395526,6,17,0.434223,0.379336,5,4,
delaunay-n17,DIMACS10,131072,393176,4.58E-05,17,3,5,-0.13527,790860,6,19,0.433647,0.37947,5,4,
delaunay-n18,DIMACS10,262144,786396,2.29E-05,21,3,5,-0.138567,1581702,6,21,0.433433,0.379532,5,4,
delaunay-n19,DIMACS10,524288,1572823,1.14E-05,21,3,5,-0.142029,3163878,6,21,0.433431,0.379662,5,4,
delaunay-n20,DIMACS10,1048576,3145686,5.72E-06,23,3,5,-0.143983,6327270,6,22,0.433323,0.379677,5,4,
delaunay-n21,DIMACS10,2097152,6291408,2.86E-06,23,3,5,-0.145511,12655158,6,22,0.433393,0.3797,5,4,
delaunay-n22,DIMACS10,4194304,12582869,1.43E-06,23,3,5,-0.146817,25310016,6,22,0.433377,0.379691,5,4,
delaunay-n23,DIMACS10,8388608,25165784,7.15E-07,28,3,5,-0.147678,50620077,6,27,0.433365,0.379703,5,4,
delaunay-n24,DIMACS10,16777216,50331601,3.58E-07,26,3,5,-0.148498,101240010,6,26,0.433365,0.379709,5,4,
email-enron,DIMACS10,69244,274608,0.000114547,1776,0,7,-0.158995,4966969,71,35840,0.198638,0.0911006,62,31,
fe-4elt2,DIMACS10,11143,32818,0.00052866,12,3,5,-0.0731915,65043,5,12,0.416076,0.394422,5,4,
fe-body,DIMACS10,45087,163734,0.000161093,28,0,7,0.0223013,465528,10,48,0.477215,0.403477,7,6,
fe-ocean,DIMACS10,143437,409593,3.98E-05,6,1,5,0.566788,0,0,0,0,0,5,2,
fe-sphere,DIMACS10,16386,49152,0.000366144,6,4,5,-0.0002442,98304,5,6,0.400098,0.400039,6,3,
fe-tooth,DIMACS10,78136,452591,0.000148265,39,3,11,-0.0492005,2164227,27,111,0.511325,0.375601,8,5,
fe-rotor,DIMACS10,99617,662431,0.000133508,125,5,13,0.0455423,3357252,33,369,0.431419,0.376667,9,5,
hugebubbles-00020,DIMACS10,21198119,31790179,1.41E-07,3,2,2,0.303929,0,0,0,0,0,3,2,
hugetrace-00000,DIMACS10,4588484,6879133,6.53E-07,3,2,2,0.288151,0,0,0,0,0,3,2,
hugetrace-00010,DIMACS10,12057441,18082179,2.49E-07,3,2,2,0.253909,0,0,0,0,0,3,2,
hugetrace-00020,DIMACS10,16002413,23998813,1.87E-07,3,2,2,0.257895,0,0,0,0,0,3,2,
hugetric-00000,DIMACS10,5824554,8733523,5.15E-07,3,2,2,0.278171,0,0,0,0,0,3,2,
hugetric-00010,DIMACS10,6592765,9885854,4.55E-07,3,2,2,0.287973,0,0,0,0,0,3,2,
hugetric-00020,DIMACS10,7122792,10680777,4.21E-07,3,2,2,0.287144,0,0,0,0,0,3,2,
inf-asia-osm,DIMACS10,11950757,12711603,1.78E-07,9,1,2,0.342283,23817,0,8,0.000592161,0.00151366,4,3,
inf-belgium-osm,DIMACS10,1441295,1549970,1.49E-06,10,1,2,0.102883,7260,0,4,0.00167673,0.00370665,4,3,
inf-europe-osm,DIMACS10,50912018,54054660,4.17E-08,13,1,2,0.175674,185130,0,7,0.00117339,0.00278039,4,3,
inf-germany-osm,DIMACS10,11548845,12369181,1.85E-07,13,1,2,0.0742904,40170,0,6,0.00123128,0.00255183,4,3,
inf-great-britain-osm,DIMACS10,7733822,8156517,2.73E-07,8,1,2,0.0264963,32724,0,5,0.00142645,0.00321143,4,3,
inf-italy-osm,DIMACS10,6686493,7013978,3.14E-07,9,1,2,0.253644,22230,0,5,0.00101991,0.00269188,4,3,
inf-luxembourg-osm,DIMACS10,114599,119666,1.82E-05,6,1,2,0.0965576,204,0,1,0.000605881,0.0014578,3,3,
inf-netherlands-osm,DIMACS10,2216688,2441238,9.94E-07,7,1,2,0.103974,6096,0,4,0.000961557,0.00184131,4,3,
inf-road-central,DIMACS10,14081816,16933413,1.71E-07,8,1,2,0.0616914,686754,0,8,0.0158958,0.0229903,4,3,
inf-road-usa,DIMACS10,23947347,28854312,1.01E-07,9,1,2,0.0673584,1316412,0,8,0.0176287,0.0258056,4,3,
kron-g500-logn16,DIMACS10,65536,2456071,0.00114371,17997,0,74,-0.179972,356433963,5438,1915714,0.262338,0.105428,433,136,
kron-g500-logn17,DIMACS10,131070,5113985,0.000595369,29935,0,78,-0.161358,862780317,6582,3860997,0.224066,0.0883858,552,155,
kron-g500-logn18,DIMACS10,262144,10582686,0.000307998,49162,0,80,-0.253324,2063033001,7869,7710238,0.191176,0.0741436,696,178,
kron-g500-logn19,DIMACS10,524287,21780787,0.000158477,80674,0,83,-0.187812,4876677363,9301,15308832,0.16048,0.0621376,936,206,
kron-g500-logn20,DIMACS10,1048576,44619402,8.12E-05,131503,0,85,-0.509874,11410828554,10882,30128511,0.134983,0.0520687,1264,232,
kron-g500-logn21,DIMACS10,2097152,91040932,4.14E-05,213904,0,86,-0.30056,26446949046,12610,59179454,0.112656,0.0436041,1686,259,
m14b,DIMACS10,214765,1679018,7.28E-05,40,4,15,0.156613,10341933,48,125,0.42482,0.403561,10,7,
packing-500x100x100-b050,DIMACS10,2145852,17488243,7.60E-06,18,0,16,0.597352,110870526,51,60,0.41119,0.401482,10,4,
polblogs,DIMACS10,1490,19022,0.0171477,467,0,25,-0.196103,459402,308,9484,0.312823,0.251111,44,20,
rgg-n-2-15-s0,DIMACS10,32768,160240,0.000298479,24,0,9,0.583445,922638,28,154,0.588384,0.58765,13,13,
rgg-n-2-16-s0,DIMACS10,65536,342127,0.000159318,27,0,10,0.594137,2097825,32,202,0.588157,0.586701,14,14,
rgg-n-2-17-s0,DIMACS10,131072,728753,8.48E-05,28,0,11,0.588853,4760676,36,216,0.588272,0.587169,15,14,
rgg-n-2-18-s0,DIMACS10,262144,1547283,4.50E-05,31,0,11,0.586294,10726200,40,282,0.587236,0.586872,16,15,
rgg-n-2-19-s0,DIMACS10,524288,3269766,2.38E-05,30,0,12,0.586868,23936583,45,264,0.586995,0.586594,18,18,
rgg-n-2-20-s0,DIMACS10,1048576,6891620,1.25E-05,36,0,13,0.585831,53169753,50,388,0.587161,0.586871,18,17,
rgg-n-2-21-s0,DIMACS10,2097152,14487995,6.59E-06,37,0,13,0.588044,117543657,56,385,0.587038,0.586839,19,18,
rgg-n-2-22-s0,DIMACS10,4194304,30359198,3.45E-06,36,0,14,0.58682,257888262,61,425,0.58687,0.586627,20,20,
rgg-n-2-23-s0,DIMACS10,8388608,63501393,1.80E-06,40,0,15,0.586371,564067992,67,505,0.58681,0.586638,21,21,
rgg-n-2-24-s0,DIMACS10,16777216,132557200,9.42E-07,40,0,15,0.586638,1228873995,73,496,0.586685,0.586574,21,21,
soc-Epinions1,DIMACS10,75888,508837,0.000176713,3079,0,13,-0.0109134,9145154,120,79161,0.162142,0.0819851,92,20,
t60k,DIMACS10,60005,89440,4.97E-05,3,2,2,0.164731,0,0,0,0,0,3,2,
tech-caidaRouterLevel,DIMACS10,192244,609066,3.30E-05,1071,1,6,0.0249795,1365186,7,6044,0.157413,0.0607594,33,17,
venturiLevel3,DIMACS10,4026819,8054237,9.93E-07,6,2,4,0.441826,81960,0,2,0.00291598,0.00338772,4,3,
wing,DIMACS10,62032,121544,6.32E-05,4,2,3,0.360338,20055,0,2,0.055595,0.0561522,4,3,
wing-nodal,DIMACS10,10937,75488,0.00126227,28,5,13,0.22326,401541,36,81,0.421302,0.397041,9,6,
ca-cit-HepTh,Dynamic Networks,22908,2673133,0.0101881,11967,1,233,0.0244996,933582693,40753,5013183,0.809359,0.313687,562,101,
fb-forum,Dynamic Networks,899,33686,0.0834533,1841,1,74,0.109768,927089,1031,70504,0.155982,0.0935769,172,6,
fb-messages,Dynamic Networks,1899,59835,0.033202,1546,1,63,-0.0140929,1748739,920,80039,0.306496,0.0866222,198,93,
fb-wosn-friends,Dynamic Networks,63731,1269502,0.000625128,1826,1,39,0.163713,26650432,418,55041,0.211799,0.151545,85,26,
ia-contacts-dublin,Dynamic Networks,10972,415912,0.00691034,616,1,75,0.708161,30390488,2769,95997,1.06076,0.534481,414,93,
ia-contacts-hypertext2009,Dynamic Networks,113,20818,3.28982,1483,2,368,0.316861,7513085,66487,392110,1.50172,0.55472,1282,318,
ia-digg-reply,Dynamic Networks,30360,86203,0.000187052,298,1,5,0.0182675,14826,0,278,0.0059506,0.00611957,26,5,
ia-enron-email-dynamic,Dynamic Networks,86978,1134990,0.00030006,38651,1,26,-0.0380836,821978470,9450,30365928,1.06918,0.259522,1501,31,
ia-enron-employees,Dynamic Networks,150,268.5,0.024,20,0,3.72,-0.01,372,2.48,24,0.173,0.209,4,3,6
ia-escorts-dynamic,Dynamic Networks,10106,50619,0.000991352,616,1,10,-0.0625723,23375,2,2849,0.0117455,0.00790434,42,4,
ia-facebook-wall-wosn-dir,Dynamic Networks,42390,876992,0.000976133,876992,1,41,1.00027,0,0,0,0,0,1431,2,
ia-movielens-user2tags-10m,Dynamic Networks,16528,95575,0.000699777,6014,1,11,-0.177264,453416,27,55076,0.0686937,0.00636504,641,21,
ia-radoslaw-email,Dynamic Networks,167,82876,5.97908,9053,1,992,0.154877,153210626,917428,8337193,4.50961,0.67962,2909,143,
ia-reality-call,Dynamic Networks,6809,51247,0.00221103,2972,1,15,-0.315687,923729,135,97298,0.362203,0.0299949,967,116,
ia-retweet-pol,Dynamic Networks,18470,61157,0.000358563,1022,1,6,-0.0560735,377282,20,14669,0.0596484,0.0576168,80,44,
ia-slashdot-reply-dir,Dynamic Networks,51083,139789,0.000107142,3357,1,5,-0.0293716,130570,2,9710,0.0259495,0.00915838,31,6,
ia-stackexch-user-marks-post-und,Dynamic Networks,545196,1302420,8.76E-06,6121,1,4,-0.0496769,230397,0,11932,0.00128994,0.00106668,26,6,
rec-epinions-user-ratings,Dynamic Networks,755760,13668281,4.79E-05,162200,1,36,-0.55624,44205628,58,2227704,0.0406134,0.000635853,152,11,
soc-epinions-trust-dir,Dynamic Networks,131580,840799,9.71E-05,3622,1,12,-0.0362489,27927306,212,107668,0.156481,0.111073,180,83,
soc-flickr-growth,Dynamic Networks,2302925,33140017,1.25E-05,34174,1,28,0.0335899,5807443119,2521,6816553,0.186067,0.125396,947,53,
soc-wiki-elec,Dynamic Networks,7115,107013,0.00422842,1346,1,30,-0.0516799,2520117,354,55979,0.173828,0.14237,61,17,
soc-youtube-growth,Dynamic Networks,3223589,12223774,2.35E-06,129819,1,7,1.02146,64714493,20,596616,0.0771526,0.00129508,124,19,
eco-everglades,Ecology Networks,66,208,0.0969697,30,1,6,-0.868942,133,2,25,0.117047,0.047585,5,3,
eco-florida,Ecology Networks,124,142,0.0186205,24,1,2,-0.8578,0,0,0,0,0,3,3,
eco-foodweb-baydry,Ecology Networks,128,2137,0.262918,110,2,33,-0.115122,27280,213,1776,0.344024,0.316338,25,8,
eco-foodweb-baywet,Ecology Networks,128,2106,0.259104,110,2,32,-0.121845,26440,206,1745,0.344468,0.314011,24,8,
eco-mangwet,Ecology Networks,95,1474,0.330123,58,5,31,-0.261913,13933,146,496,0.29247,0.267772,26,6,
eco-stmarks,Ecology Networks,52,356,0.268477,78,2,13,-0.707261,0,0,0,0,0,15,8,
ia-dbpedia-team-bi,Interaction Networks,365492,890107,1.33E-05,2307,1,4,-0.20359,13856,0,747,0.00101209,0.000103531,12,6,
ia-email-EU-dir,Interaction Networks,265009,418956,1.19E-05,7636,1,3,-0.204377,1794969,6,15008,0.0870503,0.0074693,57,15,
ia-email-EU,Interaction Networks,32430,54397,0.000103449,623,1,3,-0.381627,146976,4,1615,0.112681,0.0267784,23,12,
ia-email-univ,Interaction Networks,1133,5451,0.00850021,71,1,9,0.078201,16029,14,261,0.220176,0.16625,12,12,
ia-enron-email-dynamic,Interaction Networks,86978,1134990,0.00030006,38651,1,26,-0.0380836,821978470,9450,30365928,1.06918,0.259522,1501,31,
ia-enron-large,Interaction Networks,33696,180811,0.000318501,1383,1,10,-0.116499,2175933,64,17744,0.50919,0.0851297,44,20,
ia-enron-only,Interaction Networks,143,623,0.0613612,42,1,8,-0.0195359,2667,18,125,0.433907,0.359095,10,8,
ia-escorts-dynamic,Interaction Networks,10106,50619,0.000991352,616,1,10,-0.0625723,23375,2,2849,0.0117455,0.00790434,42,4,
ia-fb-messages,Interaction Networks,1266,6451,0.00805625,112,1,10,-0.084408,7473,5,242,0.06835,0.043903,12,5,
ia-infect-dublin,Interaction Networks,410,2765,0.0329775,50,1,13,0.225752,21342,52,280,0.455824,0.435693,18,15,
ia-infect-hyper,Interaction Networks,113,2196,0.347029,98,1,38,-0.12258,50601,447,1731,0.534756,0.495205,29,16,
ia-radoslaw-email,Interaction Networks,167,82876,5.97908,9053,1,992,0.154877,153210626,917428,8337193,4.50961,0.67962,2909,143,
ia-reality,Interaction Networks,6809,7680,0.000331351,261,1,2,-0.675344,1200,0,52,0.0177709,0.00240715,6,5,
ia-southernwomen,Interaction Networks,18,75,0.490196,16,2,8,-0.209384,418,23,55,0.744682,0.618343,8,6,
ia-wiki-Talk,Interaction Networks,92117,360767,8.50E-05,1220,1,7,-0.0343552,2509401,27,17699,0.058909,0.0468231,59,13,
ia-wiki-trust-dir,Interaction Networks,35786,740397,0.00115633,650654,1,41,0.988979,28428383,794,9782417,5.66904,0.000132914,2525,2587,
ia-wiki-user-edits-page,Interaction Networks,2094546,8998449,4.10E-06,1345416,1,8,0.99927,1051383270,501,113511080,1.40398,0.000655856,18386,17,
ia-wikiquote-user-edits,Interaction Networks,93445,549131,0.000125776,50292,1,11,0.945858,65489538,700,7472994,0.546276,0.0188248,2445,77,
inf-USAir97,Infrastructure Networks,332,2126,0.0386925,139,1,12,-0.207876,36543,110,1413,0.625217,0.396392,27,22,
inf-euroroad,Infrastructure Networks,1174,1417,0.00205794,10,1,2,0.126684,96,0,2,0.0167316,0.0338863,3,3,
inf-italy-osm,Infrastructure Networks,6686493,7013978,3.14E-07,9,1,2,0.253644,22230,0,5,0.00101991,0.00269188,4,3,
inf-openflights,Infrastructure Networks,2939,30501,0.00706468,473,1,20,0.0461392,853241,290,14954,0.396761,0.254926,56,22,
